id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
61,Covid 19,48,0,,,,mii_long,1,,,,,,,
473,Covid19,48,0,,,,mii_long,1,,,,,,,
318,Cost of living,32,0,,,,mii_long,1,,,,,,,
337,brexit,15,0,,,,mii_long,1,,,,,,,
300,Economy,26,0,,,,mii_long,1,,,,,,,
450,Covid,48,0,,,,mii_long,1,,,,,,,
260,environment,40,0,,,,mii_long,1,,,,,,,
319,COVID,48,0,,,,mii_long,1,,,,,,,
109,Covid,48,0,,,,mii_long,1,,,,,,,
437,Covid,48,0,,,,mii_long,1,,,,,,,
384,THE ECONOMY,26,0,,,,mii_long,1,,,,,,,
28,Cost of living,32,0,,,,mii_long,1,,,,,,,
191,The economy.,26,0,,,,mii_long,1,,,,,,,
272,Covid-19,48,0,,,,mii_long,1,,,,,,,
238,Covid,48,0,,,,mii_long,1,,,,,,,
392,Brexit,15,0,,,,mii_long,1,,,,,,,
244,Cost of living,32,0,,,,mii_long,1,,,,,,,
440,Economy,26,0,,,,mii_long,1,,,,,,,
406,Covid 19,48,0,,,,mii_long,1,,,,,,,
269,the economy,26,0,,,,mii_long,1,,,,,,,
126,Cost of living,32,0,,,,mii_long,1,,,,,,,
460,Corona,48,0,,,,mii_long,1,,,,,,,
243,eradicating Covid,48,0,,,,mii_long,1,,,,,,,
221,Cost of living,32,0,,,,mii_long,1,,,,,,,
236,Economy,26,0,,,,mii_long,1,,,,,,,
141,Covid,48,0,,,,mii_long,1,,,,,,,
119,Covid,48,0,,,,mii_long,1,,,,,,,
459,Economy,26,0,,,,mii_long,1,,,,,,,
52,Cost of Living,32,0,,,,mii_long,1,,,,,,,
227,Covid 19,48,0,,,,mii_long,1,,,,,,,
263,Immigration,12,0,,,,mii_long,1,,,,,,,
106,Corona virus,48,0,,,,mii_long,1,,,,,,,
202,Coronavirus,48,0,,,,mii_long,1,,,,,,,
403,Covid,48,0,,,,mii_long,1,,,,,,,
388,Covid,48,0,,,,mii_long,1,,,,,,,
94,covid,48,0,,,,mii_long,1,,,,,,,
259,Economy,26,0,,,,mii_long,1,,,,,,,
33,The economy,26,0,,,,mii_long,1,,,,,,,
174,Covid,48,0,,,,mii_long,1,,,,,,,
140,Covid,48,0,,,,mii_long,1,,,,,,,
103,Covid,48,0,,,,mii_long,1,,,,,,,
14,underfunded nhs,1,0,,,,mii_long,1,,,,,,,
77,Covid-19,48,0,,,,mii_long,1,,,,,,,
99,Cost of Living,32,0,,,,mii_long,1,,,,,,,
449,Brexit,15,0,,,,mii_long,1,,,,,,,
436,COVID,48,0,,,,mii_long,1,,,,,,,
493,Illegal immigration,12,0,,,,mii_long,1,,,,,,,
220,Cost of living,32,0,,,,mii_long,1,,,,,,,
340,Covid,48,0,,,,mii_long,1,,,,,,,
122,Economy,26,0,,,,mii_long,1,,,,,,,
258,Covid,48,0,,,,mii_long,1,,,,,,,
326,Economy,26,0,,,,mii_long,1,,,,,,,
484,Corona virus,48,0,,,,mii_long,1,,,,,,,
190,covid,48,0,,,,mii_long,1,,,,,,,
194,Covid,48,0,,,,mii_long,1,,,,,,,
412,Covid,48,0,,,,mii_long,1,,,,,,,
338,covid,48,0,,,,mii_long,1,,,,,,,
312,Covid,48,0,,,,mii_long,1,,,,,,,
18,Covid,48,0,,,,mii_long,1,,,,,,,
203,Cost of living,32,0,,,,mii_long,1,,,,,,,
407,covid,48,0,,,,mii_long,1,,,,,,,
410,Covid,48,0,,,,mii_long,1,,,,,,,
429,Covid,48,0,,,,mii_long,1,,,,,,,
481,covid,48,0,,,,mii_long,1,,,,,,,
353,Covid,48,0,,,,mii_long,1,,,,,,,
297,Immigration,12,0,,,,mii_long,1,,,,,,,
240,Illegal immigration,12,0,,,,mii_long,1,,,,,,,
